idpessoas,nome,cpf,data_nascimento,endereco,telefone,sexo
28682,João Miguel Rezende,947.830.651-01,1974-04-18,"Rua Clarice Garcia, 941",+55 (051) 4444-4577,F
97305,Arthur Vasconcelos,756.019.834-10,1921-11-24,"Favela Pietra Costa, 62",+55 (061) 9048-2664,M
87173,Noah Vargas,902.154.738-41,1946-02-03,"Favela de da Cunha, 71",(084) 2675 7620,F
22436,Luiz Felipe Pires,259.708.641-02,2020-07-02,"Lago Barros, 8",+55 21 2709 1076,F
96593,Vitória Martins,475.316.892-19,1958-05-19,"Lago Abreu, 26",(051) 9813-3799,F
30155,Sara Andrade,958.032.471-97,2010-08-11,"Condomínio Borges, 516",+55 (051) 0714-1295,M
41907,Yan Costela,093.152.648-51,1992-01-03,"Alameda Olivia Alves, 67",+55 51 9729 9122,M
12177,Sr. Felipe Ramos,634.820.159-70,2003-04-16,Vereda Davi Lucca Alves,+55 51 2235 0186,M
84137,Eloá da Luz,256.018.347-17,2001-08-15,"Estação de Garcia, 71",+55 (061) 9119 4425,F
53046,Ana Laura Santos,807.163.459-00,1958-05-05,"Campo de Vargas, 416",0500-000-3908,M
97244,Isabela Pereira,450.698.137-57,1952-01-09,"Residencial Benício Vargas, 81",+55 81 1602-7144,F
81757,Dr. José Pedro Vasconcelos,250.697.183-12,2010-11-18,"Pátio de Macedo, 26",21 8485-5921,F
59465,Valentina Camargo,607.831.492-04,1962-12-12,"Trevo Lucca Peixoto, 96",+55 (031) 2751-0144,F
24155,Ágatha Castro,540.697.318-57,1985-01-10,Conjunto Peixoto,+55 11 1285 9914,M
13053,Clara Silveira,049.351.867-39,1956-12-07,"Vila Vicente Abreu, 674",71 7307-0061,M
47311,Maria da Mota,052.389.647-65,2013-04-22,Vila de Pereira,(071) 1045 4820,M
85238,Diego Farias,612.590.437-70,2001-02-25,"Loteamento de Nascimento, 14",+55 61 0678-0910,M
57533,Isabelly Vargas,491.603.752-99,1975-09-14,"Setor Sampaio, 102",51 2835 5401,F
11172,Sara Silva,738.952.401-41,1926-01-20,"Avenida Silveira, 58",31 2446-5297,F
403,Zoe Novaes,723.841.650-62,1957-04-23,"Campo Eloah Sales, 70",+55 11 9672-8867,F
63918,Carlos Eduardo Rodrigues,256.308.149-15,1943-04-16,"Campo Sarah Melo, 689",0900 590 0042,M
13124,Caleb Moraes,630.918.275-77,1952-08-31,"Esplanada de Santos, 1",84 8385 3497,F
39342,Isabella da Mata,856.972.341-55,2020-03-09,"Esplanada de Vargas, 4",0900 465 1746,F
10985,Dr. Vinícius Freitas,743.195.082-97,1950-08-18,"Alameda da Luz, 1",+55 81 2841 3445,F
52883,Otto Cunha,874.369.210-96,1970-04-03,"Distrito Alves, 3",+55 (071) 0763-1552,M
66622,Ana Cecília da Costa,431.729.856-28,1926-08-26,"Largo Souza, 25",+55 71 1841 7961,M
45725,Joaquim Cunha,297.586.314-46,1923-06-03,"Parque Marina Freitas, 64",(071) 8803-7369,F
77192,Lívia Borges,825.613.749-55,2010-10-25,Travessa da Cruz,31 7437-7001,F
78293,Henry Gabriel da Conceição,930.126.574-52,1947-12-19,"Distrito Borges, 1",+55 (081) 2787-0336,M
52468,Maria Julia da Mota,341.985.706-39,1912-04-17,"Setor de Macedo, 338",71 0744 7203,M
50332,Luara Alves,039.541.728-79,1984-04-07,"Alameda Costela, 2",+55 (081) 6838 4612,M
90596,Ryan Duarte,812.960.573-21,2009-06-19,"Quadra de Ribeiro, 32",(021) 1975-8594,F
17864,Isabelly Mendonça,308.597.621-30,1990-05-25,"Fazenda Porto, 1",+55 (081) 7309-3487,F
42216,Caroline Rios,825.409.671-67,2005-08-16,"Ladeira Luiz Miguel Castro, 27",0500-670-1635,M
36577,Vicente Moraes,468.759.310-01,1935-06-01,"Trevo Guerra, 656",+55 11 4712-5383,M
43941,Matteo Costa,369.872.014-04,1927-03-09,"Rua Aragão, 34",+55 51 3823 9101,F
64844,Elisa Mendonça,016.953.427-80,1927-10-21,"Alameda Cirino, 15",(071) 7679 0852,M
96524,Vinícius Machado,319.680.542-51,1918-09-11,"Chácara Guilherme Pinto, 805",0500-552-1747,M
69489,Sr. Murilo Melo,289.413.067-87,1979-07-26,"Conjunto Heloisa Lima, 30",(041) 2406 0467,M
86865,Lucas Gabriel Jesus,749.365.802-10,1965-01-22,"Campo de Barros, 83",+55 84 1310 1099,M
56716,Dr. Davi Cardoso,605.471.982-30,2005-07-06,"Chácara de Siqueira, 284",(071) 8943 0191,F
14508,Nicolas Machado,267.359.801-40,1919-12-20,"Largo de Almeida, 73",+55 11 2968-2259,F
71160,Isis Montenegro,934.075.268-65,1981-08-07,"Recanto de da Rocha, 11",+55 41 7719 8437,F
84402,Enzo Rocha,879.605.341-01,1908-12-06,"Largo Ana Liz Viana, 72",81 0103 5986,F
17404,Asafe Freitas,483.721.609-96,1909-08-28,"Parque Peixoto, 20",+55 31 4298 9432,F
74640,Eloá Rezende,716.892.534-28,2014-10-26,"Rua Campos, 31",+55 11 4935-6882,F
25346,Maria Vitória Farias,217.304.659-43,1975-10-08,"Núcleo de Almeida, 91",0500 421 9677,F
76061,Yasmin Nogueira,941.350.867-48,1945-03-29,"Praça de Albuquerque, 59",0500 116 8740,F
36951,Pedro Lucas Fernandes,357.904.218-14,1994-01-16,Condomínio Nogueira,+55 71 6490-6877,F
37997,Sr. Joaquim Ramos,530.741.928-79,1913-08-05,"Estação de Aragão, 49",41 7390 9479,M
95411,Isaac Monteiro,068.913.724-96,1924-04-05,"Parque Ravi Correia, 61",(011) 8714 8893,M
75649,Jade Cunha,019.537.482-79,2004-09-13,Vale Melo,+55 41 8038 5908,M
19174,Beatriz Garcia,573.420.968-65,2000-06-03,"Núcleo de Pacheco, 44",(011) 9671 9127,M
44534,Heloísa Alves,013.756.982-30,1909-11-08,"Quadra Davi Lucas Cirino, 22",0300 126 8339,F
46320,Bárbara da Rosa,612.753.894-73,2021-01-11,"Favela de Rios, 21",(084) 9791 3162,F
61188,Cecília Alves,735.402.168-71,1929-02-14,"Núcleo de Teixeira, 944",+55 31 0256 3543,F
36005,Dr. Apollo Dias,693.245.087-92,2010-11-13,"Esplanada Mendes, 10",+55 (061) 5502-8498,M
96968,Benjamin Nascimento,254.907.831-41,1972-01-15,"Setor Mateus Machado, 50",+55 31 0319 1944,M
21287,Arthur Duarte,716.298.035-02,2011-02-01,"Viaduto Macedo, 36",0800 088 6406,F
71490,Larissa Almeida,412.390.578-14,2003-09-07,"Loteamento de Carvalho, 34",+55 31 2902 9319,M
71161,Thiago Marques,185.403.297-60,1954-04-26,"Residencial Samuel da Cruz, 328",41 1108-9054,M
14394,Antonella Barros,934.621.857-64,1949-09-29,"Trecho Rafael Melo, 74",(061) 7808 1534,M
5651,Dr. José Pedro Gonçalves,206.431.587-07,2015-02-03,"Recanto de Farias, 46",+55 71 8458-5618,F
42280,Gabriel Silva,154.938.207-14,1950-03-20,"Aeroporto João Felipe Lopes, 99",(051) 5602 8276,M
26342,Stephany Moreira,967.143.052-06,1924-03-02,Aeroporto de Alves,+55 81 3602-3134,F
69261,Helena Monteiro,684.175.930-39,2013-01-05,"Viaduto Hellena Novaes, 7",+55 81 5035 4441,F
99840,Léo Nascimento,684.120.793-96,1962-01-10,"Estrada de Martins, 58",(021) 5393 7016,M
82022,Sra. Maria Vitória Silva,643.950.271-99,2007-08-09,"Feira Oliver Cavalcanti, 228",84 0101-2229,M
70205,Leonardo Brito,692.384.571-82,2022-01-04,"Via Bento Ribeiro, 20",+55 41 2511-0951,F
50444,Anthony Novaes,953.287.614-64,1935-08-12,"Campo João Pedro das Neves, 47",(051) 5257 8844,F
41833,Ana Julia Jesus,193.208.546-70,2009-11-25,"Vereda da Rosa, 10",+55 41 6161 5637,F
99274,Maria Helena Macedo,439.120.756-70,1925-02-07,"Largo de Monteiro, 77",+55 84 9680-2280,M
87399,Helena Ribeiro,347.169.582-64,1996-10-07,"Via Oliveira, 1",(071) 3277 2507,F
96986,Isaque Melo,816.237.540-62,1931-08-12,"Chácara Teixeira, 82",(021) 8694-5359,F
76031,Clara Leão,915.738.062-77,1943-05-27,"Avenida de Cavalcanti, 3",+55 11 7218-5918,F
76626,Vitor Hugo Pires,362.085.741-53,1983-10-08,Aeroporto da Cruz,+55 21 2409-7314,F
14951,Calebe Lima,136.475.098-84,1960-09-27,"Esplanada de Freitas, 70",31 1186-3049,M
33906,Maria Alice Novaes,639.154.782-37,1991-03-27,Praia Marcos Vinicius da Rocha,+55 21 4972-6918,F
93413,Mateus Pires,178.263.049-03,1970-05-11,"Avenida da Mata, 76",+55 51 8656 8472,F
57773,Emilly Carvalho,758.123.406-17,1955-10-05,"Chácara João Gabriel Monteiro, 81",(071) 3704-5080,M
97644,Sra. Eloá Campos,610.857.934-00,2004-02-19,Área Maria Luísa Cassiano,+55 (021) 4780 2699,F
77748,Dr. Yago Ferreira,935.172.804-88,1985-06-17,"Pátio de Ferreira, 15",71 5390-5971,F
70229,Maria Moreira,217.680.934-31,2001-06-28,"Área Casa Grande, 48",11 2324 2743,M
39806,Milena Lima,375.810.629-02,1974-01-04,"Condomínio Peixoto, 760",51 6332 6422,F
61683,Isaque Cavalcante,170.345.298-41,1994-01-22,Vale de Duarte,(071) 1524 7276,M
21561,Enrico da Conceição,037.982.645-38,1931-03-12,"Recanto de Ribeiro, 95",(041) 9242 0985,M
10759,Joaquim Cavalcante,176.284.509-11,1912-06-01,"Lagoa Yasmin Rios, 31",(051) 0472-9227,M
68926,Josué Moura,681.739.025-77,1962-12-15,"Setor Maria Laura Albuquerque, 15",0800 791 9313,F
41355,Samuel Sales,014.659.872-58,1927-02-11,"Praia Lopes, 814",+55 (071) 8738 8294,M
73676,Emanuelly Pacheco,219.634.870-87,1973-05-17,"Colônia de Nascimento, 4",31 9893-1057,F
60568,Isis Costa,034.921.758-05,1916-10-11,"Travessa Kevin da Mata, 83",(031) 9220 7899,F
26210,Ana Julia Lopes,102.349.865-06,2023-02-04,"Condomínio de Araújo, 7",+55 81 8191 3514,F
744,Julia Marques,174.538.926-19,1969-07-04,"Parque Pastor, 98",(061) 4737 7863,M
50339,Lavínia Silva,834.675.120-62,1939-04-24,"Campo Dias, 78",+55 (031) 5501-4590,F
55595,Sr. Joaquim Marques,647.109.582-11,1965-03-20,"Praia Fonseca, 8",+55 (041) 0085 9766,M
39478,Isabel Cirino,471.956.230-25,2024-03-02,"Sítio Gomes, 991",84 0873-9249,M
16271,Maria Aparecida,148.796.023-96,2021-01-26,"Largo da Cruz, 20",+55 41 6873 6794,M
39215,Gabriel Andrade,081.257.946-11,2021-11-07,"Trevo Gustavo Henrique Martins, 12",+55 (084) 4733-9563,F
98101,Emanuella Rios,382.910.645-98,1933-03-03,"Praia de Andrade, 2",+55 71 3945-2429,M
12781,Maria Vitória Almeida,961.037.485-93,2016-11-04,Residencial de Ferreira,11 6250-5195,M
77193,João Miguel Silva,895.467.123-37,1987-12-24,"Vale Mariah Moraes, 708",(084) 9164 6566,M
15626,Cecília Marques,250.687.419-49,1983-08-19,"Favela de Pinto, 580",(061) 1498 4103,M
1128,Bryan Mendonça,407.318.569-10,1910-02-01,"Esplanada de Sá, 52",+55 61 6409-5540,M
1497,Maria Cecília Borges,093.874.651-01,1960-06-16,"Vale Lunna Viana, 70",0900-021-1553,M
54030,Nina da Mata,279.805.364-10,1997-07-09,"Condomínio Maria Cecília Barros, 855",(061) 9799-7478,M
96711,Enzo Freitas,402.179.563-43,1980-04-14,"Travessa de Monteiro, 31",(041) 4690-1184,F
89429,Dra. Valentina Correia,852.396.014-70,2019-07-02,Distrito Matheus Sampaio,0300-201-8631,M
35979,Sra. Mariane Aragão,372.561.904-25,1925-12-31,"Morro Valentina Peixoto, 26",+55 11 3117 0987,F
29313,Ana Luiza Brito,264.837.915-00,1939-08-04,"Quadra Novais, 86",(051) 1005-7808,F
38954,Stella Fogaça,128.306.495-24,1948-03-26,"Esplanada Ribeiro, 1",(041) 9008 1043,F
22324,Ravi Lucca Mendes,841.395.607-20,1989-10-26,"Pátio Duarte, 66",+55 51 0250 3693,M
9082,Luiz Felipe Novais,623.091.475-16,1929-09-25,"Lago Anthony Gabriel da Cruz, 92",+55 11 0552 0768,M
43546,José Miguel Aparecida,016.498.527-11,1942-01-25,"Rodovia de Câmara, 66",0900-832-1032,M
87217,Bernardo Teixeira,604.921.385-24,1984-01-26,"Recanto de Novaes, 92",81 6478-1321,M
44057,Isabel da Rosa,215.784.369-82,1909-12-27,"Trecho de Caldeira, 96",+55 21 7937 4316,F
331,João Gabriel Campos,832.170.645-26,2006-11-16,"Chácara Marques, 34",0500 869 4700,F
79604,Ana Liz Cavalcanti,548.901.736-84,1928-06-27,"Lagoa Ana Júlia Costela, 910",+55 61 7721 3164,F
52336,Nina Machado,625.407.391-99,2016-04-03,"Rua Luana Jesus, 41",+55 (061) 4288 6123,F
41860,Marcela Fernandes,853.240.167-80,2014-12-14,"Lago Sousa, 70",31 0755 4267,M
20324,Maria Helena Rocha,235.180.697-21,1964-11-22,"Trevo da Mota, 28",+55 41 0658-7565,F
69050,Sra. Bruna Sousa,792.458.130-88,1990-04-21,Colônia da Luz,+55 (031) 5226-4688,F
5942,Dr. Yago Correia,746.310.825-26,1971-04-06,Núcleo de Azevedo,(061) 2491-7801,F
74738,Arthur Gabriel Jesus,174.235.806-35,1969-07-21,"Viela Alana Guerra, 22",(011) 2296-3834,F
48239,Manuela Aragão,194.573.268-73,1928-05-22,Vereda Luiz Gustavo da Costa,31 2740-7889,F
72236,Kaique Garcia,327.651.489-37,1956-04-19,"Núcleo de Pastor, 22",+55 31 5298 6127,F
32922,Stella Moreira,076.281.943-03,1937-04-10,"Parque de Freitas, 54",+55 51 4162 2652,F
31659,João Pedro Mendonça,740.638.192-13,2003-04-05,"Lagoa Pereira, 875",(081) 6441-0852,M
7807,Sr. Gael Pacheco,741.569.283-73,1910-08-07,"Largo Bianca Borges, 22",+55 (071) 9021-6167,M
65410,Matheus Fogaça,548.079.236-92,1922-12-10,"Colônia de Rezende, 843",(051) 4006 4074,F
61236,Maria Sophia Moraes,563.417.280-26,1949-11-22,"Campo de Aragão, 69",0500-680-8485,F
66908,Sofia da Costa,283.705.194-23,2021-04-04,"Recanto Borges, 85",+55 31 7406-1480,F
24695,Luiz Gustavo Viana,326.487.019-31,1986-10-13,Residencial de Fernandes,+55 (031) 0401 4320,F
16979,Srta. Maria Sophia Machado,013.259.847-79,1926-03-01,"Estrada Casa Grande, 6",(031) 4365 8059,F
54853,Davi Lucca Aparecida,897.354.602-38,2015-11-19,"Passarela de Rodrigues, 83",0800-220-3399,F
30934,Srta. Bianca Castro,769.084.521-58,1951-10-13,"Sítio Carlos Eduardo Castro, 26",0300 471 7807,F
32336,Amanda Rocha,382.697.014-40,1918-11-16,"Favela Vieira, 48",+55 84 1849-0444,F
84372,Ana Vitória Marques,301.687.945-00,1952-09-16,"Estação Lívia Pereira, 65",(011) 6704 8471,M
57494,Ana Júlia Rocha,140.863.527-53,1997-04-29,"Sítio Novais, 8",+55 61 0192-0603,M
45602,Benjamin Barros,201.659.438-15,1949-12-08,Rua Vieira,41 0526 7068,M
39472,Rhavi Porto,658.104.923-98,1926-01-16,"Estação Rezende, 8",0500 731 4904,F
69047,Maria Laura Aparecida,749.560.312-70,1987-09-13,"Via de Silveira, 361",(061) 9512-8096,M
28171,Renan da Rosa,684.029.315-70,1911-03-18,"Estação Matteo Melo, 7",71 5676-3732,F
41437,Laís Mendonça,694.538.072-65,1914-12-18,"Fazenda de Araújo, 5",(081) 8549 3546,F
22878,Sra. Cecilia Rodrigues,270.591.468-49,1934-12-28,"Praça de Albuquerque, 627",81 3266-4029,M
75845,Srta. Juliana da Rocha,901.437.586-75,1953-01-14,"Ladeira Leão, 4",21 6495 2452,F
84147,Luiz Felipe da Costa,850.194.672-94,1948-04-28,"Viaduto Novais, 530",(081) 4358-9934,M
70217,Heloisa Aparecida,245.973.168-09,1916-08-23,Campo Macedo,31 8242-0439,M
27290,Maria Flor Silveira,376.982.150-59,2016-06-08,"Alameda Viana, 337",71 6304 9055,M
78953,Dr. Ravi Sousa,835.271.069-95,1982-02-18,"Loteamento Dias, 65",0300-771-7953,M
69041,Enzo Moura,105.638.427-17,1983-12-08,"Área Davi Lucas Fonseca, 34",0900-607-4563,F
48720,Valentim Correia,362.591.870-68,1943-02-10,"Residencial João Lucas Fonseca, 662",(021) 7685 8185,M
5690,Ana Laura Lima,482.610.359-05,1963-07-10,"Recanto Alves, 8",41 6688-8956,M
51101,Isadora Andrade,385.290.461-70,1955-04-23,"Jardim Benicio Correia, 15",(081) 9010-2216,M
43510,Gabriela da Costa,490.257.863-83,1930-01-16,"Estrada de Duarte, 52",+55 71 6559 4505,M
69124,Dr. Benício Melo,934.706.251-07,1946-03-06,"Aeroporto Melo, 52",+55 (081) 8205-1605,F
28571,Ana Sophia Marques,619.270.853-30,1994-08-16,"Alameda Souza, 23",+55 (011) 0411 7077,M
13836,Ian Silva,294.758.016-85,1993-02-13,"Sítio Sampaio, 59",51 9767 8419,F
12602,Gustavo Henrique Alves,491.706.852-58,1996-10-29,"Quadra Nathan Rios, 53",+55 11 2726-2366,M
50025,Thiago da Rosa,654.980.321-70,1988-01-30,"Estrada Gael Henrique Sá, 2",+55 (041) 0403 8051,F
44952,Fernanda Rios,567.409.128-58,1957-02-27,"Parque Vicente Castro, 7",+55 21 8926-0061,M
69282,Heloísa Lima,718.260.539-21,1953-01-23,"Quadra da Costa, 54",(084) 1385 0674,F
74062,Daniela Melo,948.137.025-97,1994-01-02,"Vale Andrade, 54",+55 41 5679 9224,M
3045,Luan Garcia,513.486.720-80,2002-12-29,"Pátio da Cunha, 19",(041) 0871-3801,M
82171,Brenda Cavalcanti,748.106.935-20,1932-07-19,"Sítio da Mata, 94",+55 (031) 8095 7090,M
77442,Dante Azevedo,724.896.310-04,1928-06-10,"Trevo de Pastor, 108",+55 (011) 5839 8833,M
35876,Sra. Ágatha Freitas,746.308.952-56,1925-05-16,"Ladeira Joana Campos, 9",+55 11 1392-6066,M
78878,Alana Mendes,530.176.842-53,1924-03-17,"Colônia de Nunes, 472",(081) 4586 3233,F
16435,Gael Henrique da Mata,149.682.703-13,1956-01-31,"Conjunto da Luz, 66",(041) 7159 9823,M
39587,Francisco Alves,412.507.983-88,1914-01-06,"Trevo Pereira, 147",71 2397 8276,M
78300,Vinicius Cirino,193.087.625-40,1941-12-16,"Lago de da Costa, 52",84 6257-9077,M
56558,Théo Lima,869.425.371-28,1957-07-11,"Viaduto de Fonseca, 87",+55 31 3329 0314,M
48944,Léo Novais,120.458.769-85,1951-04-19,"Aeroporto de da Luz, 51",51 5952 9383,M
50764,Sr. Joaquim Viana,745.602.381-62,1939-11-11,"Vereda Fonseca, 97",+55 84 0276 6362,F
98363,Marina Moraes,294.163.058-98,1964-12-16,"Colônia da Paz, 2",(061) 0719 0364,M
93915,Sr. Léo Guerra,056.932.481-51,1911-05-12,"Conjunto de Macedo, 69",+55 (081) 6990-6983,F
56122,Luiz Henrique Pereira,372.410.695-52,1974-09-29,Alameda de Garcia,51 0474 9826,M
79510,Larissa Mendonça,076.823.159-03,1908-12-21,"Setor de da Cunha, 44",+55 (041) 2447 0056,M
23408,Liz da Paz,856.219.703-30,2014-08-09,"Conjunto Maya Melo, 5",+55 (041) 4591 4960,F
28175,Arthur Sales,745.962.831-09,1990-11-29,"Vale Rezende, 88",(031) 3156 3217,M
34563,Beatriz Lima,961.284.530-15,1945-10-21,"Estrada Barbosa, 30",(041) 4902-7852,M
84615,Miguel Sampaio,739.504.126-70,2008-08-24,"Praia da Rosa, 8",51 3970 9487,M
29010,Luan Vargas,162.487.039-22,1990-01-28,"Chácara Ramos, 95",0800 398 4887,F
22880,Maria Eduarda Ramos,620.754.893-00,1944-01-11,"Recanto Augusto Nascimento, 50",0900 721 2746,F
17436,João Miguel Souza,927.016.483-78,2019-07-05,"Colônia de da Conceição, 7",+55 81 5737 0719,M
93750,Sophia Camargo,914.527.380-41,1975-05-09,"Praia de Pires, 106",71 5245-5928,M
85407,Isabel Casa Grande,541.790.368-00,2003-01-05,"Viaduto Lima, 5",+55 71 6501-7958,M
44289,Sra. Evelyn Rocha,310.945.782-23,2020-09-15,"Jardim de Borges, 64",+55 (061) 0108 7478,M
86753,Cauã Machado,568.403.197-84,1914-04-23,"Praia Vicente Correia, 2",+55 81 8332-4116,M
20175,Srta. Lorena Cirino,716.509.482-20,1953-01-12,"Sítio de Guerra, 919",+55 (041) 6108 0009,M
79398,Giovanna Pereira,487.569.203-00,1993-10-13,"Fazenda Lopes, 81",(021) 6261-3041,M
9512,João Pedro Azevedo,214.398.075-23,2002-04-09,"Alameda de Cirino, 34",(061) 6745-6334,F
49998,Srta. Marina Camargo,206.419.783-40,2003-07-29,"Vale Cauê Porto, 295",(081) 7636 7771,F
62095,Sra. Isabela Cunha,861.397.245-46,1937-05-11,"Trecho Zoe da Mota, 8",+55 21 2536 3367,M
37612,Eloá Mendonça,980.421.763-50,1950-03-18,"Rodovia José Pedro Siqueira, 4",(051) 7333 8645,M
77792,Natália Rocha,702.164.398-50,1962-05-31,"Favela Gonçalves, 37",51 4908 5485,F
19081,Maitê da Rosa,265.347.891-91,1974-06-17,"Rodovia Arthur Ramos, 96",+55 (051) 9789 8545,F
35595,Juliana Costela,619.352.048-15,1956-06-30,"Trevo Ana Ribeiro, 86",61 1657-6936,F
78768,Luna Rodrigues,917.054.368-20,1934-10-23,"Jardim de Abreu, 8",+55 (031) 6522-3545,F
31595,Dra. Ágatha Castro,386.057.412-44,1931-10-03,"Campo Ana Sophia Fernandes, 603",+55 31 3891 6572,M
58168,Luara Sampaio,910.847.356-01,1978-07-11,"Pátio Raul Moreira, 2",+55 (021) 8491-0195,F
18362,Dr. Danilo Martins,631.209.857-59,1916-06-08,Passarela Almeida,+55 (031) 3054 4300,M
62672,Aylla Pires,149.850.362-42,1911-11-26,"Ladeira de Almeida, 66",81 9047-1640,M
63148,Maysa Caldeira,830.159.762-30,1977-10-18,"Largo de Pinto, 46",(084) 1580 4813,F
2237,José Pedro Vargas,749.321.806-40,1920-10-09,Esplanada Henry Gabriel Sousa,0300-476-7634,M
43296,Sra. Hadassa Pastor,614.570.829-85,1933-02-24,"Jardim Gonçalves, 72",21 8651 6815,F
35236,Dra. Maria Clara Marques,092.618.753-86,1932-08-26,"Rodovia de Guerra, 2",(041) 2282-2670,F
93531,Srta. Lorena Cavalcante,509.817.423-60,2009-06-22,"Passarela Melina Oliveira, 42",31 6653 7586,F
31718,Maria Laura Lopes,689.451.273-64,2010-04-25,Alameda da Cruz,0500 177 2026,M
10209,Dr. Luiz Fernando Lopes,290.534.618-33,1944-11-24,"Largo Barbosa, 62",41 4870-9125,F
49920,Benício Souza,042.876.139-96,1992-06-06,"Fazenda da Cunha, 6",+55 (084) 3259-4174,M
93069,Lucas Gabriel Cunha,245.703.891-04,1966-11-27,"Recanto Silveira, 52",+55 51 4751 2431,M
38930,Vinícius da Costa,618.094.352-42,1910-10-29,"Ladeira de da Cruz, 19",31 8741-6931,F
49492,Dr. João Guilherme Cavalcante,058.291.637-21,1936-10-18,"Trecho de Rodrigues, 3",21 2293-6283,M
95587,Dr. Isaque da Cruz,946.321.807-69,1950-10-28,"Favela Freitas, 24",(061) 4393-5305,F
54063,Lorena Leão,560.319.247-06,1915-03-25,"Praça de Leão, 330",0900 556 7583,M
8458,Srta. Giovanna Costela,587.430.219-05,1910-03-26,Área de Nunes,+55 (011) 5149-6789,M
73496,Beatriz Macedo,614.859.207-01,1988-09-15,"Rua de Correia, 9",(061) 3425-4584,F
36019,Pietro Farias,289.453.716-64,1985-01-15,"Área de Aragão, 23",+55 (011) 3947 6795,F
3042,João Lucas Sousa,134.526.708-80,1980-12-11,"Condomínio de Pinto, 7",51 0417 6881,M
45718,Maysa Casa Grande,830.467.195-66,2003-06-14,"Condomínio de Siqueira, 32",(041) 3091 1857,M
84829,Benício Peixoto,902.147.385-23,1956-08-28,"Distrito Natália Moura, 86",51 4533 1862,F
33387,Dr. Benjamim Jesus,389.061.742-50,1951-05-09,"Feira Lívia Pereira, 656",+55 (081) 0437 5614,F
66238,Lavínia Lopes,516.478.930-20,1967-09-10,"Setor de Souza, 323",(081) 6756-4326,M
66090,Alana Andrade,850.761.439-66,1909-12-04,"Fazenda de Pereira, 761",(011) 7258-3522,M
7553,Pedro Miguel Mendes,593.214.806-33,1939-08-03,"Loteamento Pinto, 33",+55 61 2715-4887,M
59218,Sr. Cauê Costa,523.789.064-47,1991-01-01,Ladeira Câmara,51 4126 7714,F
30091,Felipe Sampaio,915.602.347-25,1946-03-01,"Conjunto Vitor Hugo Mendes, 79",0800 686 6973,F
50236,Sr. Eduardo da Conceição,297.081.536-21,1925-05-05,"Estação Clara Aragão, 86",+55 (031) 6823 2968,M
32463,Luna Pires,491.683.702-96,1942-03-15,"Loteamento Raul Sampaio, 8",+55 (081) 7291 3483,F
47167,Yago Monteiro,309.425.167-61,1936-06-10,"Esplanada Caio Fernandes, 413",+55 21 0046-4671,M
82002,José Miguel Farias,721.534.608-08,1909-05-03,"Aeroporto Emanuelly Andrade, 110",+55 51 4726 5956,M
64016,Maria Jesus,062.879.514-94,1969-03-20,"Ladeira da Conceição, 52",+55 61 7221 8955,F
36037,Gabriela Rocha,976.124.380-03,1927-05-16,"Sítio Abreu, 88",21 9252 2318,M
68968,Sr. Heitor Carvalho,218.405.763-08,1915-02-13,"Viela Arthur Miguel Aragão, 75",0500 573 0395,M
8645,Gabriel Costa,650.413.792-70,2014-01-11,"Lagoa Souza, 51",+55 84 0594 8183,F
3198,Aylla Macedo,348.129.067-50,1991-04-27,"Lago Helena Albuquerque, 30",+55 61 8391 5512,M
77992,Dr. Lorenzo Fernandes,374.926.158-09,1930-07-17,"Campo Lucas Gabriel Andrade, 53",+55 21 5658 4971,M
5389,Sr. Thales Pereira,108.925.467-94,2005-12-22,Feira de Câmara,21 3325-3039,M
72894,Ravi Lucca Rezende,056.384.791-39,1959-11-29,"Alameda Leandro Fonseca, 101",(021) 6854 7394,M
44170,Anthony Gabriel Pereira,397.615.240-43,1930-11-02,Passarela de da Cruz,(021) 4532 2967,F
60016,Maria Luiza Pastor,807.961.524-11,1924-07-05,"Residencial de Rios, 72",51 7732 5770,M
45468,Antônio Martins,125.679.438-46,1910-10-24,"Distrito de Jesus, 84",31 3005-3250,M
62006,Maria Sophia Cunha,947.265.810-58,1929-08-13,"Aeroporto Cirino, 5",(021) 2506-0873,F
74198,Luísa Borges,629.058.143-06,1979-04-25,"Lagoa de Duarte, 857",+55 (071) 1334 8655,F
22767,Srta. Lunna Moreira,498.052.371-41,1954-10-23,"Via de Pereira, 13",+55 61 4076 5487,M
27599,Cauê da Mata,850.926.431-70,1925-12-30,"Vila Correia, 59",+55 (051) 6717-6440,M
98167,Ana Clara Cavalcante,718.056.942-94,1912-03-10,"Passarela Isadora Pimenta, 568",+55 (031) 4690-4933,F
82635,Bianca Fonseca,652.714.930-16,1963-12-24,"Núcleo Sampaio, 44",0800-191-4976,M
51056,Mirella Rios,834.061.952-70,1952-12-08,"Loteamento Gabriel Aparecida, 12",(061) 6589-2746,F
53078,Theodoro Câmara,693.208.145-89,1986-12-27,"Lagoa Moura, 941",(081) 2139 4644,M
7427,Hellena da Conceição,532.964.078-47,2022-03-31,"Largo de Pimenta, 6",81 0833 1764,M
59470,João Vitor Aragão,641.937.028-04,1978-06-19,"Quadra Henrique das Neves, 238",41 5772-5999,F
27589,Dr. Antony Casa Grande,345.827.160-08,1962-12-03,"Avenida Vitória Moura, 49",(071) 0372-1833,M
76342,Emanuel Garcia,764.381.095-84,1924-09-05,"Praia de Brito, 69",(021) 5616 9748,M
